#======= TRAJECTORY BEGIN: Rapid React 2022 -- Example
#----------------------------------------------------------------------------------------------
#======== way points:  X(abs),    Y(abs),    Angle(abs),   X(rel),     Y(rel),   Angle(rel),  Weight
#--------             meters,     meters,     radians,    meters,     meters,     radians,    scalar
#--------Waypoint:     0.307       2.004       0.785      -0.000      -0.000       0.000      12.200
#--------Waypoint:     7.413       4.568      -0.419       6.837      -3.212      -1.204      10.200
#----------------------------------------------------------------------------------------------
#========Robot Configuration
#--------Maximum Velocity:          2.54000  m/s
#--------Maximum Acceleration:      2.54000  m/s^2
#--------Start Velocity:            0.00000  m/s
#--------End Velocity:              0.00000  m/s
#--------Trajectory Reversed:  FALSE
#----------------------------------------------------------------------------------------------
#========Differential Drive Kinematics Constraint
#--------Configured:           Yes
#--------Maximum Velocity:          2.54000  m/s
#--------Track width:               0.58420  m
#----------------------------------------------------------------------------------------------
#========Differential Drive Voltage Constraint
#--------Configured:           Yes
#--------Track width:               0.58420  m
#--------Maximum voltage:          11.00000  V
#--------Feedforward Ks:            0.80000  V
#--------Feedforward Kv:            4.43307  V s/m
#--------Feedforward Ka:            1.91969  V s^2/m
#----------------------------------------------------------------------------------------------
#========Centripetal Acceleration Constraint
#--------Configured:           Yes
#--------Maximum Centripetal Acceleration:      1.52400  m/s^2
#----------------------------------------------------------------------------------------------
#========Mecanum Drive Kinematics Constraint
#--------Configured:           No
#----------------------------------------------------------------------------------------------
#========Swerve Drive Kinematics Constraint
#--------Configured:           No
#----------------------------------------------------------------------------------------------
#========Trajectory Creation 
#--------Spline type:            Cubic
#--------Trajectory orientation: Robot Relative
#--------Use Waypoint Weights:   Yes
#----------------------------------------------------------------------------------------------
#-- Time,       Velocity,   Accel,      X pos,      Y pos,      Heading, Curvature, Comment
#-- Seconds,    m/s,        m/s^2,      m,          m,          radians,    radians/meter,
   1.50189,    2.16358,    0.21489,    2.18516,   -0.03067,   -0.04567,   -0.05152,Segment:  27
   1.53566,    2.17083,    0.19502,    2.25826,   -0.03416,   -0.04956,   -0.05474,Segment:  28
   1.56898,    2.17733,    0.17655,    2.33061,   -0.03789,   -0.05364,   -0.05808,Segment:  29
   1.60187,    2.18314,    0.15933,    2.40221,   -0.04189,   -0.05793,   -0.06155,Segment:  30
   1.63435,    2.18831,    0.14324,    2.47308,   -0.04616,   -0.06243,   -0.06516,Segment:  31
   1.66643,    2.19291,    0.12817,    2.54321,   -0.05070,   -0.06714,   -0.06890,Segment:  32
   1.69813,    2.19697,    0.11403,    2.61261,   -0.05554,   -0.07206,   -0.07278,Segment:  33
   1.72945,    2.20054,    0.10072,    2.68129,   -0.06067,   -0.07721,   -0.07681,Segment:  34
   1.76041,    2.20366,    0.08817,    2.74925,   -0.06611,   -0.08259,   -0.08098,Segment:  35
   1.79103,    2.20636,    0.07631,    2.81651,   -0.07187,   -0.08820,   -0.08529,Segment:  36
   1.82130,    2.20867,    0.06507,    2.88307,   -0.07795,   -0.09405,   -0.08976,Segment:  37
   1.85125,    2.21062,    0.05439,    2.94892,   -0.08436,   -0.10014,   -0.09438,Segment:  38
   1.88087,    2.21223,    0.04423,    3.01409,   -0.09112,   -0.10648,   -0.09915,Segment:  39
   1.91019,    2.21353,    0.03454,    3.07858,   -0.09823,   -0.11307,   -0.10408,Segment:  40
   1.93921,    2.21453,    0.01515,    3.14238,   -0.10569,   -0.11992,   -0.10916,Segment:  41
   1.99638,    2.21539,   -0.00073,    3.26799,   -0.12174,   -0.13441,   -0.11979,Segment:  42
   2.05245,    2.21535,   -0.01550,    3.39096,   -0.13933,   -0.14998,   -0.13102,Segment:  43
   2.10749,    2.21450,   -0.02929,    3.51135,   -0.15853,   -0.16666,   -0.14284,Segment:  44
   2.16156,    2.21292,   -0.04216,    3.62920,   -0.17942,   -0.18449,   -0.15521,Segment:  45
   2.21471,    2.21068,   -0.05413,    3.74457,   -0.20207,   -0.20349,   -0.16808,Segment:  46
   2.26702,    2.20785,   -0.06520,    3.85750,   -0.22655,   -0.22367,   -0.18137,Segment:  47
   2.31853,    2.20449,   -0.07534,    3.96804,   -0.25293,   -0.24506,   -0.19498,Segment:  48
   2.36932,    2.20066,   -0.08447,    4.07625,   -0.28128,   -0.26764,   -0.20879,Segment:  49
   2.41944,    2.19643,   -0.09249,    4.18217,   -0.31167,   -0.29141,   -0.22267,Segment:  50
   2.46896,    2.19185,   -0.09929,    4.28586,   -0.34417,   -0.31635,   -0.23643,Segment:  51
   2.51795,    2.18698,   -0.10474,    4.38736,   -0.37885,   -0.34244,   -0.24988,Segment:  52
   2.56648,    2.18190,   -0.10871,    4.48673,   -0.41579,   -0.36962,   -0.26280,Segment:  53
   2.61462,    2.17667,   -0.11107,    4.58401,   -0.45505,   -0.39783,   -0.27498,Segment:  54
   2.66244,    2.17135,   -0.11172,    4.67925,   -0.49671,   -0.42701,   -0.28617,Segment:  55
   2.71001,    2.16604,   -0.11161,    4.77251,   -0.54084,   -0.45706,   -0.29613,Segment:  56
   2.75741,    2.16075,   -0.11055,    4.86383,   -0.58750,   -0.48788,   -0.30464,Segment:  57
   2.80473,    2.15552,   -0.10743,    4.95326,   -0.63677,   -0.51935,   -0.31149,Segment:  58
   2.85203,    2.15044,   -0.10224,    5.04086,   -0.68872,   -0.55134,   -0.31651,Segment:  59
   2.89941,    2.14559,   -0.09504,    5.12667,   -0.74343,   -0.58373,   -0.31958,Segment:  60
   2.94693,    2.14108,   -0.08595,    5.21074,   -0.80095,   -0.61636,   -0.32062,Segment:  61
   2.99470,    2.13697,   -0.07514,    5.29313,   -0.86136,   -0.64908,   -0.31959,Segment:  62
   3.04277,    2.13336,   -0.06283,    5.37388,   -0.92474,   -0.68175,   -0.31654,Segment:  63
   3.09124,    2.13031,   -0.04930,    5.45304,   -0.99115,   -0.71421,   -0.31155,Segment:  64
   3.14019,    2.12790,   -0.03485,    5.53067,   -1.06067,   -0.74634,   -0.30475,Segment:  65
   3.18968,    2.12618,   -0.01983,    5.60681,   -1.13336,   -0.77799,   -0.29634,Segment:  66
   3.23979,    2.12518,   -0.00459,    5.68151,   -1.20930,   -0.80905,   -0.28651,Segment:  67
   3.29059,    2.12495,    0.01054,    5.75483,   -1.28855,   -0.83940,   -0.27551,Segment:  68
   3.34216,    2.12549,    0.02521,    5.82681,   -1.37120,   -0.86894,   -0.26357,Segment:  69
   3.39456,    2.12681,    0.03913,    5.89750,   -1.45730,   -0.89761,   -0.25093,Segment:  70
   3.44785,    2.12890,    0.05204,    5.96695,   -1.54694,   -0.92532,   -0.23782,Segment:  71
   3.50209,    2.13172,    0.06371,    6.03521,   -1.64017,   -0.95203,   -0.22446,Segment:  72
   3.55735,    2.13524,    0.07399,    6.10234,   -1.73708,   -0.97769,   -0.21104,Segment:  73
   3.61367,    2.13941,    0.08276,    6.16838,   -1.83773,   -1.00230,   -0.19773,Segment:  74
   3.67112,    2.14416,    0.08997,    6.23338,   -1.94220,   -1.02582,   -0.18467,Segment:  75
   3.72974,    2.14944,    0.09559,    6.29739,   -2.05055,   -1.04825,   -0.17198,Segment:  76
   3.75951,    2.15228,    0.09773,    6.32905,   -2.10620,   -1.05906,   -0.16580,Segment:  77
   3.78958,    2.15522,    0.09951,    6.36047,   -2.16285,   -1.06961,   -0.15974,Segment:  78
   3.81998,    2.15825,    0.10093,    6.39167,   -2.22051,   -1.07988,   -0.15381,Segment:  79
   3.85070,    2.16135,    0.10202,    6.42266,   -2.27918,   -1.08990,   -0.14803,Segment:  80
   3.88176,    2.16452,   -1.33986,    6.45343,   -2.33888,   -1.09965,   -0.14238,Segment:  81
   3.91348,    2.12201,   -2.54000,    6.48401,   -2.39961,   -1.10914,   -0.13688,Segment:  82
   3.94658,    2.03795,   -2.54000,    6.51438,   -2.46139,   -1.11838,   -0.13153,Segment:  83
   3.98154,    1.94914,   -2.54000,    6.54457,   -2.52421,   -1.12736,   -0.12634,Segment:  84
   4.01865,    1.85489,   -2.54000,    6.57457,   -2.58810,   -1.13610,   -0.12130,Segment:  85
   4.05825,    1.75429,   -2.54000,    6.60439,   -2.65305,   -1.14459,   -0.11641,Segment:  86
   4.10082,    1.64616,   -2.54000,    6.63404,   -2.71908,   -1.15285,   -0.11168,Segment:  87
   4.14700,    1.52887,   -2.54000,    6.66352,   -2.78620,   -1.16087,   -0.10710,Segment:  88
   4.19770,    1.40009,   -2.54000,    6.69285,   -2.85441,   -1.16865,   -0.10268,Segment:  89
   4.25432,    1.25627,   -2.54000,    6.72202,   -2.92373,   -1.17621,   -0.09841,Segment:  90
   4.31922,    1.09144,   -2.54000,    6.75104,   -2.99416,   -1.18355,   -0.09428,Segment:  91
   4.39694,    0.89402,   -2.54000,    6.77992,   -3.06571,   -1.19067,   -0.09031,Segment:  92
   4.49923,    0.63420,   -2.54000,    6.80867,   -3.13839,   -1.19758,   -0.08647,Segment:  93
   4.74892,    0.00000,   -2.54000,    6.83729,   -3.21221,   -1.20428,   -0.08278,Segment:  94
#======= TRAJECTORY END: Rapid React 2022 -- Example
